workers,seq_time_sec,time_sec,speedup
1,0.13818769995123148,0.735648799687624,0.18784466175967343
2,0.13593280036002398,0.7646374003961682,0.17777419766492653
4,0.1367731997743249,0.8868342004716396,0.15422634772270355
8,0.17465119995176792,1.42131910007447,0.12287965450025759
