workers,seq_time_sec,time_sec,speedup
1,25.152967100031674,34.99086100049317,0.7188439032602588
2,21.819434800185263,40.77623420022428,0.5351017627828234
4,26.574674899689853,37.0303515996784,0.7176457622379326
8,25.182183699682355,37.133374399505556,0.6781550049493392
